AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Pitch,Roll,target,target_name
-6.85,-2.27,0.98,-0.83,0.57,-1.43,-2.27,-6.85,0.0,walk
-6.59,-2.02,0.78,-0.91,0.53,-1.29,-2.02,-6.59,0.0,walk
-6.38,-1.71,0.59,-0.89,0.52,-1.11,-1.71,-6.38,0.0,walk
-6.26,-1.42,0.5,-0.92,0.53,-0.89,-1.42,-6.26,0.0,walk
-6.23,-1.35,0.46,-0.89,0.53,-0.65,-1.35,-6.23,0.0,walk
-6.21,-1.29,0.52,-0.69,0.5,-0.38,-1.29,-6.21,0.0,walk
-6.21,-1.36,0.53,-0.57,0.46,-0.07,-1.36,-6.21,0.0,walk
-6.26,-1.84,0.58,-0.48,0.39,0.17,-1.84,-6.26,0.0,walk
-6.35,-2.17,0.58,-0.29,0.3,0.35,-2.17,-6.35,0.0,walk
-6.59,-2.34,0.54,-0.2,0.2,0.52,-2.34,-6.59,0.0,walk
-7.18,-2.56,0.32,-0.21,0.12,0.66,-2.56,-7.18,0.0,walk
-7.67,-2.57,0.17,-0.13,0.08,0.79,-2.57,-7.67,0.0,walk
-8.1,-2.17,0.25,-0.05,0.06,0.97,-2.17,-8.1,0.0,walk
-8.4,-2.1,0.32,0.06,0.04,1.24,-2.1,-8.4,0.0,walk
-8.65,-2.47,0.34,0.26,0.01,1.55,-2.47,-8.65,0.0,walk
-8.76,-3.36,0.27,0.49,-0.02,1.81,-3.36,-8.76,0.0,walk
-8.78,-4.24,0.31,0.7,-0.04,1.96,-4.24,-8.78,0.0,walk
-8.83,-4.88,0.45,0.86,-0.07,2.03,-4.88,-8.83,0.0,walk
-8.85,-5.3,0.64,0.92,-0.14,2.06,-5.3,-8.85,0.0,walk
-8.81,-5.63,0.51,0.92,-0.26,2.07,-5.63,-8.81,0.0,walk
-8.73,-5.81,0.18,0.92,-0.36,2.07,-5.81,-8.73,0.0,walk
-8.59,-6.17,-0.32,0.98,-0.44,2.09,-6.17,-8.59,0.0,walk
-8.52,-6.59,-1.01,1.17,-0.44,2.11,-6.59,-8.52,0.0,walk
-8.67,-7.16,-1.26,1.38,-0.34,2.11,-7.16,-8.67,0.0,walk
-8.91,-7.66,-1.06,1.63,-0.22,2.03,-7.66,-8.91,0.0,walk
-9.23,-7.87,-0.66,1.88,-0.13,1.9,-7.87,-9.23,0.0,walk
-9.52,-7.76,-0.18,2.2,-0.1,1.75,-7.76,-9.52,0.0,walk
-9.74,-7.39,0.11,2.37,-0.07,1.67,-7.39,-9.74,0.0,walk
-9.95,-7.27,0.32,2.49,-0.01,1.62,-7.27,-9.95,0.0,walk
-10.16,-7.21,0.62,2.55,0.06,1.6,-7.21,-10.16,0.0,walk
-10.21,-7.26,1.07,2.44,0.13,1.6,-7.26,-10.21,0.0,walk
-10.28,-8.93,1.9,2.61,0.05,1.43,-8.93,-10.28,0.0,walk
-9.87,-6.62,1.43,2.88,-0.05,1.35,-6.62,-9.87,0.0,walk
-9.41,-7.12,0.91,2.3,0.06,1.69,-7.12,-9.41,0.0,walk
-9.06,-8.73,0.96,2.11,0.18,1.67,-8.73,-9.06,0.0,walk
-8.89,-8.98,1.55,1.98,0.25,1.4,-8.98,-8.89,0.0,walk
-8.8,-8.36,2.22,1.77,0.14,1.14,-8.36,-8.8,0.0,walk
-8.61,-7.37,2.06,1.55,-0.04,1.02,-7.37,-8.61,0.0,walk
-8.42,-6.6,1.45,1.31,-0.13,1.0,-6.6,-8.42,0.0,walk
-8.45,-6.35,1.12,1.17,-0.15,1.06,-6.35,-8.45,0.0,walk
-8.34,-6.19,0.91,1.14,-0.15,1.15,-6.19,-8.34,0.0,walk
-8.28,-6.4,0.59,1.05,-0.11,1.26,-6.4,-8.28,0.0,walk
-8.25,-6.86,0.41,0.97,-0.03,1.3,-6.86,-8.25,0.0,walk
-8.22,-7.02,0.64,0.92,0.05,1.3,-7.02,-8.22,0.0,walk
-8.27,-7.14,0.89,0.91,0.05,1.29,-7.14,-8.27,0.0,walk
-8.25,-7.23,0.79,0.92,0.03,1.29,-7.23,-8.25,0.0,walk
-8.18,-7.58,0.52,0.99,0.04,1.27,-7.58,-8.18,0.0,walk
-8.1,-7.77,0.4,1.12,0.14,1.22,-7.77,-8.1,0.0,walk
-8.04,-7.96,0.78,1.21,0.22,1.15,-7.96,-8.04,0.0,walk
-7.98,-8.2,1.37,1.27,0.22,1.03,-8.2,-7.98,0.0,walk
-7.83,-8.11,1.75,1.26,0.15,0.88,-8.11,-7.83,0.0,walk
-7.66,-7.92,1.82,1.22,0.04,0.71,-7.92,-7.66,0.0,walk
-7.52,-7.4,1.68,1.02,-0.02,0.6,-7.4,-7.52,0.0,walk
-7.46,-7.04,1.58,0.67,-0.06,0.56,-7.04,-7.46,0.0,walk
-7.47,-7.22,1.37,0.39,-0.13,0.53,-7.22,-7.47,0.0,walk
-7.47,-7.32,0.82,0.21,-0.19,0.45,-7.32,-7.47,0.0,walk
-7.54,-7.31,0.27,0.19,-0.18,0.36,-7.31,-7.54,0.0,walk
-7.57,-7.1,-0.04,0.27,-0.09,0.31,-7.1,-7.57,0.0,walk
-7.7,-7.17,0.08,0.23,0.05,0.32,-7.17,-7.7,0.0,walk
-7.95,-7.49,0.74,0.19,0.13,0.28,-7.49,-7.95,0.0,walk
-8.21,-7.69,1.22,0.13,0.1,0.2,-7.69,-8.21,0.0,walk
-8.46,-7.86,1.23,0.1,0.04,0.12,-7.86,-8.46,0.0,walk
-9.03,-8.08,1.0,0.1,0.04,0.05,-8.08,-9.03,0.0,walk
-9.53,-8.19,1.11,0.06,0.1,-0.06,-8.19,-9.53,0.0,walk
-9.75,-7.79,1.67,-0.04,0.12,-0.14,-7.79,-9.75,0.0,walk
-9.74,-7.85,1.96,-0.18,0.05,-0.13,-7.85,-9.74,0.0,walk
-9.7,-8.49,1.81,-0.36,-0.03,-0.16,-8.49,-9.7,0.0,walk
-9.5,-8.94,1.36,-0.55,-0.06,-0.27,-8.94,-9.5,0.0,walk
-9.14,-9.15,1.13,-0.62,-0.02,-0.43,-9.15,-9.14,0.0,walk
-8.83,-9.08,1.25,-0.65,0.04,-0.6,-9.08,-8.83,0.0,walk
-8.69,-8.86,1.6,-0.79,0.04,-0.81,-8.86,-8.69,0.0,walk
-8.63,-8.19,1.65,-0.88,-0.05,-1.03,-8.19,-8.63,0.0,walk
-8.67,-7.35,1.41,-1.09,-0.1,-1.15,-7.35,-8.67,0.0,walk
-8.71,-7.01,1.07,-1.4,-0.14,-1.19,-7.01,-8.71,0.0,walk
-8.65,-6.89,0.45,-1.7,-0.15,-1.26,-6.89,-8.65,0.0,walk
-8.6,-6.43,-0.0,-1.99,-0.08,-1.34,-6.43,-8.6,0.0,walk
-8.5,-6.29,-0.13,-2.12,-0.0,-1.33,-6.29,-8.5,0.0,walk
-8.42,-6.32,-0.23,-2.01,0.05,-1.32,-6.32,-8.42,0.0,walk
-8.49,-6.54,-0.29,-1.87,0.11,-1.36,-6.54,-8.49,0.0,walk
-8.71,-6.37,-0.25,-1.67,0.16,-1.48,-6.37,-8.71,0.0,walk
-9.0,-5.85,0.05,-1.56,0.22,-1.58,-5.85,-9.0,0.0,walk
-9.42,-5.31,0.42,-1.51,0.23,-1.61,-5.31,-9.42,0.0,walk
-9.74,-4.84,0.48,-1.44,0.22,-1.55,-4.84,-9.74,0.0,walk
-10.11,-4.69,0.42,-1.43,0.24,-1.41,-4.69,-10.11,0.0,walk
-10.41,-5.01,0.42,-1.4,0.28,-1.24,-5.01,-10.41,0.0,walk
-10.52,-5.67,0.32,-1.32,0.33,-1.1,-5.67,-10.52,0.0,walk
-10.54,-6.59,0.25,-1.21,0.43,-1.0,-6.59,-10.54,0.0,walk
-10.51,-7.68,0.27,-0.99,0.54,-0.97,-7.68,-10.51,0.0,walk
-10.48,-8.78,0.51,-0.79,0.64,-1.06,-8.78,-10.48,0.0,walk
-10.48,-9.41,0.73,-0.53,0.7,-1.3,-9.41,-10.48,0.0,walk
-10.4,-9.27,1.18,-0.28,0.73,-1.57,-9.27,-10.4,0.0,walk
-10.35,-8.61,1.66,-0.28,0.71,-1.77,-8.61,-10.35,0.0,walk
-10.27,-8.15,1.87,-0.37,0.61,-1.93,-8.15,-10.27,0.0,walk
-10.22,-7.53,1.61,-0.42,0.52,-2.06,-7.53,-10.22,0.0,walk
-10.09,-6.81,1.36,-0.54,0.49,-2.14,-6.81,-10.09,0.0,walk
-10.0,-6.2,1.25,-0.66,0.48,-2.17,-6.2,-10.0,0.0,walk
-9.86,-5.72,1.23,-0.78,0.46,-2.16,-5.72,-9.86,0.0,walk
-9.61,-5.45,1.13,-0.92,0.42,-2.15,-5.45,-9.61,0.0,walk
-9.48,-5.16,0.91,-1.01,0.38,-2.17,-5.16,-9.48,0.0,walk
-9.16,-4.72,0.42,-0.84,0.35,-2.18,-4.72,-9.16,0.0,walk
-8.93,-4.12,0.12,-0.73,0.44,-2.12,-4.12,-8.93,0.0,walk
-8.55,-3.76,0.11,-0.6,0.53,-2.02,-3.76,-8.55,0.0,walk
-8.16,-3.44,0.35,-0.51,0.6,-1.9,-3.44,-8.16,0.0,walk
-7.82,-3.1,0.64,-0.53,0.63,-1.77,-3.1,-7.82,0.0,walk
-7.47,-2.89,0.9,-0.67,0.6,-1.66,-2.89,-7.47,0.0,walk
-7.13,-2.64,1.01,-0.76,0.55,-1.55,-2.64,-7.13,0.0,walk
-6.79,-2.25,1.07,-0.87,0.49,-1.42,-2.25,-6.79,0.0,walk
-6.48,-1.96,1.05,-0.94,0.39,-1.27,-1.96,-6.48,0.0,walk
-6.19,-1.58,0.84,-0.96,0.3,-1.1,-1.58,-6.19,0.0,walk
-5.93,-1.34,0.55,-1.03,0.24,-0.89,-1.34,-5.93,0.0,walk
-5.82,-1.28,0.32,-0.97,0.19,-0.69,-1.28,-5.82,0.0,walk
-5.75,-1.1,0.03,-0.81,0.17,-0.45,-1.1,-5.75,0.0,walk
-5.72,-1.02,-0.09,-0.77,0.18,-0.18,-1.02,-5.72,0.0,walk
-5.85,-1.25,0.0,-0.82,0.18,0.11,-1.25,-5.85,0.0,walk
-5.95,-1.58,0.06,-0.81,0.15,0.34,-1.58,-5.95,0.0,walk
-6.1,-1.88,-0.1,-0.83,0.1,0.54,-1.88,-6.1,0.0,walk
-6.34,-2.31,-0.11,-0.72,0.03,0.7,-2.31,-6.34,0.0,walk
-6.42,-2.47,-0.25,-0.42,-0.06,0.82,-2.47,-6.42,0.0,walk
-6.59,-2.45,-0.52,-0.24,-0.13,0.99,-2.45,-6.59,0.0,walk
-7.06,-2.82,-0.77,-0.19,-0.18,1.16,-2.82,-7.06,0.0,walk
-7.94,-3.18,-1.1,-0.04,-0.21,1.27,-3.18,-7.94,0.0,walk
-8.55,-2.83,-1.31,0.24,-0.12,1.36,-2.83,-8.55,0.0,walk
-9.23,-2.66,-0.72,0.49,0.01,1.62,-2.66,-9.23,0.0,walk
-9.84,-3.26,0.03,0.73,0.06,1.92,-3.26,-9.84,0.0,walk
-10.25,-4.17,0.65,0.88,0.03,2.12,-4.17,-10.25,0.0,walk
-10.32,-4.75,1.05,1.08,-0.04,2.25,-4.75,-10.32,0.0,walk
-10.17,-5.36,1.28,1.25,-0.14,2.38,-5.36,-10.17,0.0,walk
-9.96,-6.15,1.24,1.39,-0.26,2.5,-6.15,-9.96,0.0,walk
-9.73,-7.13,0.99,1.44,-0.37,2.51,-7.13,-9.73,0.0,walk
-9.5,-7.76,0.7,1.43,-0.48,2.39,-7.76,-9.5,0.0,walk
-9.41,-7.86,0.56,1.44,-0.58,2.22,-7.86,-9.41,0.0,walk
-9.24,-7.81,0.12,1.52,-0.67,2.11,-7.81,-9.24,0.0,walk
-9.26,-7.81,-0.34,1.61,-0.65,2.04,-7.81,-9.26,0.0,walk
-9.44,-7.74,-0.34,1.58,-0.53,1.98,-7.74,-9.44,0.0,walk
-9.73,-8.02,0.02,1.57,-0.45,1.92,-8.02,-9.73,0.0,walk
-9.93,-8.02,0.13,1.7,-0.39,1.85,-8.02,-9.93,0.0,walk
-10.05,-8.19,0.23,1.69,-0.33,1.8,-8.19,-10.05,0.0,walk
-10.13,-8.46,0.2,1.66,-0.27,1.73,-8.46,-10.13,0.0,walk
-10.24,-10.78,0.74,2.18,-0.31,1.39,-10.78,-10.24,0.0,walk
-9.91,-8.01,-0.13,2.38,-0.22,1.16,-8.01,-9.91,0.0,walk
-9.75,-8.51,-0.22,1.68,0.06,1.2,-8.51,-9.75,0.0,walk
-9.53,-8.76,0.21,1.58,0.29,1.05,-8.76,-9.53,0.0,walk
-9.27,-8.32,1.16,1.63,0.42,0.84,-8.32,-9.27,0.0,walk
-9.03,-7.36,1.95,1.61,0.39,0.72,-7.36,-9.03,0.0,walk
-8.81,-6.94,2.24,1.42,0.29,0.73,-6.94,-8.81,0.0,walk
-8.68,-7.03,2.16,1.25,0.17,0.68,-7.03,-8.68,0.0,walk
-8.47,-6.8,1.68,1.21,0.02,0.6,-6.8,-8.47,0.0,walk
-8.21,-6.22,0.72,1.26,-0.02,0.56,-6.22,-8.21,0.0,walk
-8.01,-5.76,0.49,1.15,0.09,0.56,-5.76,-8.01,0.0,walk
-7.93,-5.28,0.86,1.01,0.15,0.62,-5.28,-7.93,0.0,walk
-7.82,-5.04,1.16,0.81,0.12,0.76,-5.04,-7.82,0.0,walk
-7.76,-5.51,1.08,0.68,0.04,0.88,-5.51,-7.76,0.0,walk
-7.69,-6.09,0.7,0.61,-0.01,0.95,-6.09,-7.69,0.0,walk
-7.67,-6.83,0.37,0.58,-0.03,0.94,-6.83,-7.67,0.0,walk
-7.63,-7.25,0.0,0.61,-0.03,0.85,-7.25,-7.63,0.0,walk
-7.7,-7.35,-0.22,0.68,0.02,0.74,-7.35,-7.7,0.0,walk
-7.8,-7.38,-0.18,0.78,0.04,0.66,-7.38,-7.8,0.0,walk
-7.83,-7.47,-0.2,0.9,0.06,0.56,-7.47,-7.83,0.0,walk
-7.84,-7.31,-0.2,0.9,0.12,0.49,-7.31,-7.84,0.0,walk
-7.8,-7.23,-0.07,0.68,0.16,0.43,-7.23,-7.8,0.0,walk
-7.75,-7.27,0.11,0.56,0.17,0.37,-7.27,-7.75,0.0,walk
-7.68,-7.24,0.16,0.51,0.17,0.3,-7.24,-7.68,0.0,walk
-7.61,-7.22,0.35,0.44,0.17,0.23,-7.22,-7.61,0.0,walk
-7.52,-7.05,0.46,0.37,0.13,0.16,-7.05,-7.52,0.0,walk
-7.42,-6.93,0.41,0.29,0.08,0.12,-6.93,-7.42,0.0,walk
-7.3,-6.93,0.14,0.24,0.05,0.07,-6.93,-7.3,0.0,walk
-7.25,-6.84,0.09,0.24,0.08,0.01,-6.84,-7.25,0.0,walk
-7.29,-6.56,0.44,0.16,0.09,-0.02,-6.56,-7.29,0.0,walk
-7.52,-6.5,0.85,0.02,0.04,-0.01,-6.5,-7.52,0.0,walk
-7.78,-6.69,0.93,-0.12,-0.08,-0.0,-6.69,-7.78,0.0,walk
-7.96,-7.08,0.5,-0.29,-0.19,-0.01,-7.08,-7.96,0.0,walk
-8.15,-7.59,-0.18,-0.4,-0.23,-0.07,-7.59,-8.15,0.0,walk
-8.52,-7.88,-0.77,-0.39,-0.17,-0.18,-7.88,-8.52,0.0,walk
-9.34,-7.82,-0.88,-0.32,-0.0,-0.31,-7.82,-9.34,0.0,walk
-9.69,-7.13,-0.12,-0.31,0.18,-0.4,-7.13,-9.69,0.0,walk
-9.73,-6.87,0.81,-0.37,0.19,-0.35,-6.87,-9.73,0.0,walk
-9.6,-7.36,1.0,-0.47,0.12,-0.3,-7.36,-9.6,0.0,walk
-9.49,-7.91,0.86,-0.56,0.09,-0.33,-7.91,-9.49,0.0,walk
-9.25,-7.97,0.85,-0.65,0.12,-0.42,-7.97,-9.25,0.0,walk
-9.04,-7.8,1.07,-0.68,0.15,-0.48,-7.8,-9.04,0.0,walk
-8.75,-7.77,1.4,-0.8,0.15,-0.51,-7.77,-8.75,0.0,walk
-8.57,-7.79,1.65,-1.03,0.1,-0.58,-7.79,-8.57,0.0,walk
-8.53,-7.83,1.79,-1.23,0.01,-0.67,-7.83,-8.53,0.0,walk
-8.47,-7.93,1.64,-1.3,-0.11,-0.77,-7.93,-8.47,0.0,walk
-8.38,-7.98,1.31,-1.29,-0.19,-0.92,-7.98,-8.38,0.0,walk
-8.33,-7.5,1.01,-1.25,-0.22,-1.09,-7.5,-8.33,0.0,walk
-8.27,-7.04,0.78,-1.37,-0.22,-1.17,-7.04,-8.27,0.0,walk
-8.27,-6.73,0.49,-1.45,-0.2,-1.19,-6.73,-8.27,0.0,walk
-8.3,-6.78,0.25,-1.42,-0.15,-1.21,-6.78,-8.3,0.0,walk
-8.48,-6.85,0.27,-1.36,-0.07,-1.29,-6.85,-8.48,0.0,walk
-8.84,-6.53,0.56,-1.33,-0.03,-1.43,-6.53,-8.84,0.0,walk
-9.24,-5.75,0.79,-1.42,-0.02,-1.5,-5.75,-9.24,0.0,walk
-9.63,-5.16,0.86,-1.49,-0.04,-1.44,-5.16,-9.63,0.0,walk
-10.02,-5.08,0.82,-1.51,-0.05,-1.27,-5.08,-10.02,0.0,walk
-10.34,-5.69,0.7,-1.59,-0.06,-1.12,-5.69,-10.34,0.0,walk
-10.56,-6.51,0.36,-1.6,-0.04,-1.05,-6.51,-10.56,0.0,walk
-10.68,-7.5,-0.06,-1.57,0.03,-1.06,-7.5,-10.68,0.0,walk
-10.68,-8.36,-0.46,-1.36,0.16,-1.17,-8.36,-10.68,0.0,walk
-10.64,-8.84,-0.56,-1.05,0.33,-1.36,-8.84,-10.64,0.0,walk
-10.57,-8.73,-0.31,-0.71,0.49,-1.58,-8.73,-10.57,0.0,walk
-10.62,-8.15,0.13,-0.5,0.61,-1.79,-8.15,-10.62,0.0,walk
-10.49,-7.36,0.81,-0.45,0.66,-1.93,-7.36,-10.49,0.0,walk
-10.38,-6.68,1.31,-0.53,0.6,-2.02,-6.68,-10.38,0.0,walk
-10.16,-6.18,1.21,-0.65,0.48,-2.07,-6.18,-10.16,0.0,walk
-9.94,-5.61,0.88,-0.77,0.41,-2.11,-5.61,-9.94,0.0,walk
-9.74,-5.11,0.57,-0.9,0.41,-2.1,-5.11,-9.74,0.0,walk
-9.55,-4.62,0.54,-1.0,0.44,-2.06,-4.62,-9.55,0.0,walk
-9.38,-4.31,0.54,-1.07,0.44,-2.0,-4.31,-9.38,0.0,walk
-9.18,-4.1,0.32,-1.04,0.41,-1.94,-4.1,-9.18,0.0,walk
-8.91,-3.78,-0.05,-0.98,0.4,-1.9,-3.78,-8.91,0.0,walk
-8.66,-3.33,-0.29,-0.84,0.44,-1.84,-3.33,-8.66,0.0,walk
-8.35,-2.85,-0.38,-0.7,0.52,-1.72,-2.85,-8.35,0.0,walk
-8.04,-2.5,-0.25,-0.61,0.61,-1.56,-2.5,-8.04,0.0,walk
-7.7,-2.32,0.04,-0.57,0.63,-1.38,-2.32,-7.7,0.0,walk
-7.4,-2.23,0.14,-0.56,0.61,-1.21,-2.23,-7.4,0.0,walk
-7.06,-2.23,0.09,-0.54,0.6,-1.04,-2.23,-7.06,0.0,walk
-6.77,-2.17,0.07,-0.48,0.6,-0.9,-2.17,-6.77,0.0,walk
-6.5,-2.14,0.19,-0.44,0.59,-0.75,-2.14,-6.5,0.0,walk
-6.29,-1.97,0.38,-0.41,0.56,-0.61,-1.97,-6.29,0.0,walk
-6.13,-1.89,0.43,-0.41,0.49,-0.45,-1.89,-6.13,0.0,walk
-6.11,-1.81,0.3,-0.36,0.4,-0.29,-1.81,-6.11,0.0,walk
-6.07,-1.64,0.14,-0.33,0.35,-0.12,-1.64,-6.07,0.0,walk
-6.16,-1.61,-0.06,-0.37,0.33,0.06,-1.61,-6.16,0.0,walk
-6.41,-1.8,-0.09,-0.23,0.3,0.26,-1.8,-6.41,0.0,walk
-6.55,-1.79,-0.19,-0.05,0.28,0.48,-1.79,-6.55,0.0,walk
-6.74,-2.15,-0.28,-0.11,0.28,0.69,-2.15,-6.74,0.0,walk
-6.97,-2.6,-0.25,-0.07,0.28,0.85,-2.6,-6.97,0.0,walk
-7.15,-2.93,-0.25,0.06,0.26,0.98,-2.93,-7.15,0.0,walk
-7.24,-3.25,-0.38,0.24,0.24,1.1,-3.25,-7.24,0.0,walk
-7.49,-3.55,-0.42,0.39,0.24,1.2,-3.55,-7.49,0.0,walk
-8.18,-3.8,-0.45,0.46,0.22,1.26,-3.8,-8.18,0.0,walk
-9.14,-3.72,-0.76,0.58,0.24,1.3,-3.72,-9.14,0.0,walk
-10.0,-3.25,-0.63,0.81,0.37,1.42,-3.25,-10.0,0.0,walk
-10.72,-3.16,0.14,1.06,0.51,1.67,-3.16,-10.72,0.0,walk
-11.12,-3.71,0.99,1.21,0.58,1.93,-3.71,-11.12,0.0,walk
-11.14,-4.47,1.74,1.37,0.55,2.14,-4.47,-11.14,0.0,walk
-10.91,-5.29,2.03,1.63,0.45,2.28,-5.29,-10.91,0.0,walk
-10.56,-5.83,2.02,1.88,0.37,2.36,-5.83,-10.56,0.0,walk
-10.33,-6.44,1.97,1.98,0.33,2.42,-6.44,-10.33,0.0,walk
-10.03,-7.39,1.91,1.91,0.3,2.4,-7.39,-10.03,0.0,walk
-9.73,-7.97,2.07,1.89,0.23,2.23,-7.97,-9.73,0.0,walk
-9.48,-7.79,2.2,1.74,0.11,2.04,-7.79,-9.48,0.0,walk
-9.2,-7.6,2.01,1.52,-0.04,1.9,-7.6,-9.2,0.0,walk
-9.01,-7.39,1.54,1.41,-0.14,1.83,-7.39,-9.01,0.0,walk
-8.91,-7.42,1.03,1.31,-0.16,1.8,-7.42,-8.91,0.0,walk
-8.96,-7.75,0.63,1.34,-0.11,1.76,-7.75,-8.96,0.0,walk
-9.22,-8.02,0.47,1.43,-0.02,1.65,-8.02,-9.22,0.0,walk
-9.66,-7.99,0.54,1.52,0.08,1.49,-7.99,-9.66,0.0,walk
-10.2,-7.81,0.52,1.65,0.19,1.33,-7.81,-10.2,0.0,walk
-10.58,-7.55,0.82,1.82,0.38,1.21,-7.55,-10.58,0.0,walk
-10.82,-8.22,1.94,2.26,0.52,1.06,-8.22,-10.82,0.0,walk
-10.58,-6.65,2.48,3.03,0.55,0.87,-6.65,-10.58,0.0,walk
-10.04,-6.02,3.01,2.68,0.7,1.05,-6.02,-10.04,0.0,walk
-9.6,-7.02,3.84,2.51,0.7,1.05,-7.02,-9.6,0.0,walk
-9.1,-6.88,4.44,2.34,0.56,0.88,-6.88,-9.1,0.0,walk
-8.65,-6.03,4.38,2.01,0.29,0.73,-6.03,-8.65,0.0,walk
-8.32,-5.43,3.39,1.81,0.05,0.72,-5.43,-8.32,0.0,walk
-8.08,-5.25,2.28,1.86,-0.0,0.76,-5.25,-8.08,0.0,walk
-7.95,-5.18,1.53,2.01,0.05,0.8,-5.18,-7.95,0.0,walk
-7.9,-5.22,1.23,2.11,0.16,0.85,-5.22,-7.9,0.0,walk
-7.8,-5.35,1.24,2.14,0.27,0.84,-5.35,-7.8,0.0,walk
-7.81,-5.23,1.49,2.15,0.37,0.82,-5.23,-7.81,0.0,walk
-7.86,-4.94,1.84,2.05,0.43,0.88,-4.94,-7.86,0.0,walk
-7.92,-5.21,2.08,1.89,0.45,1.0,-5.21,-7.92,0.0,walk
-7.93,-6.04,2.02,1.85,0.45,1.05,-6.04,-7.93,0.0,walk
-8.05,-6.76,1.88,1.97,0.49,1.0,-6.76,-8.05,0.0,walk
-8.03,-7.04,1.99,2.17,0.54,0.91,-7.04,-8.03,0.0,walk
-8.0,-7.07,2.19,2.26,0.59,0.83,-7.07,-8.0,0.0,walk
-7.9,-7.41,2.3,2.23,0.63,0.79,-7.41,-7.9,0.0,walk
-7.79,-7.94,2.56,2.28,0.67,0.71,-7.94,-7.79,0.0,walk
-7.8,-8.26,3.08,2.29,0.65,0.55,-8.26,-7.8,0.0,walk
-7.82,-8.14,3.47,2.23,0.57,0.4,-8.14,-7.82,0.0,walk
-7.83,-8.06,3.71,1.99,0.43,0.27,-8.06,-7.83,0.0,walk
-7.82,-8.25,3.42,1.67,0.24,0.12,-8.25,-7.82,0.0,walk
-7.82,-8.09,2.84,1.5,0.1,-0.06,-8.09,-7.82,0.0,walk
-7.83,-7.52,2.33,1.45,0.02,-0.2,-7.52,-7.83,0.0,walk
-7.85,-7.08,1.82,1.44,-0.03,-0.26,-7.08,-7.85,0.0,walk
-7.89,-6.95,1.41,1.47,-0.04,-0.28,-6.95,-7.89,0.0,walk
-7.89,-7.08,1.11,1.45,-0.07,-0.34,-7.08,-7.89,0.0,walk
-7.83,-7.02,0.65,1.37,-0.1,-0.42,-7.02,-7.83,0.0,walk
-7.77,-6.8,0.2,1.33,-0.08,-0.5,-6.8,-7.77,0.0,walk
-7.71,-6.54,0.0,1.33,-0.03,-0.54,-6.54,-7.71,0.0,walk
-7.69,-6.37,0.02,1.31,0.02,-0.52,-6.37,-7.69,0.0,walk
-7.71,-6.62,0.08,1.21,0.02,-0.5,-6.62,-7.71,0.0,walk
-7.78,-6.91,0.06,1.12,0.0,-0.54,-6.91,-7.78,0.0,walk
-7.9,-7.1,-0.04,1.02,-0.03,-0.6,-7.1,-7.9,0.0,walk
-8.16,-7.11,-0.29,0.89,-0.06,-0.7,-7.11,-8.16,0.0,walk
-8.6,-7.05,-0.46,0.73,-0.07,-0.78,-7.05,-8.6,0.0,walk
-8.92,-6.88,-0.68,0.72,-0.06,-0.84,-6.88,-8.92,0.0,walk
-9.24,-6.37,-0.74,0.67,-0.02,-0.89,-6.37,-9.24,0.0,walk
-9.49,-6.0,-0.78,0.48,0.03,-0.83,-6.0,-9.49,0.0,walk
-9.59,-6.15,-0.68,0.28,0.11,-0.71,-6.15,-9.59,0.0,walk
-9.57,-6.89,-0.6,0.15,0.14,-0.62,-6.89,-9.57,0.0,walk
-9.47,-7.77,-0.79,0.1,0.18,-0.66,-7.77,-9.47,0.0,walk
-9.34,-8.09,-0.78,0.23,0.3,-0.84,-8.09,-9.34,0.0,walk
-9.2,-7.53,-0.31,0.33,0.43,-1.03,-7.53,-9.2,0.0,walk
-9.25,-6.75,0.56,0.19,0.47,-1.12,-6.75,-9.25,0.0,walk
-9.28,-6.27,1.1,-0.06,0.38,-1.13,-6.27,-9.28,0.0,walk
-9.35,-6.16,1.13,-0.32,0.24,-1.12,-6.16,-9.35,0.0,walk
-9.35,-6.0,0.9,-0.45,0.13,-1.17,-6.0,-9.35,0.0,walk
-9.3,-5.5,0.64,-0.61,0.08,-1.15,-5.5,-9.3,0.0,walk
-9.32,-5.14,0.35,-0.68,0.05,-1.03,-5.14,-9.32,0.0,walk
-9.18,-5.05,0.03,-0.7,0.07,-0.86,-5.05,-9.18,0.0,walk
-9.14,-5.52,-0.17,-0.78,0.13,-0.72,-5.52,-9.14,0.0,walk
-9.05,-6.46,-0.11,-0.76,0.19,-0.71,-6.46,-9.05,0.0,walk
-8.99,-7.05,0.12,-0.66,0.2,-0.82,-7.05,-8.99,0.0,walk
-8.94,-7.25,0.17,-0.6,0.16,-0.97,-7.25,-8.94,0.0,walk
-8.9,-7.12,-0.03,-0.58,0.14,-1.11,-7.12,-8.9,0.0,walk
-8.93,-7.0,-0.29,-0.58,0.19,-1.22,-7.0,-8.93,0.0,walk
-9.05,-6.72,-0.29,-0.5,0.27,-1.3,-6.72,-9.05,0.0,walk
-9.26,-6.41,-0.08,-0.51,0.34,-1.35,-6.41,-9.26,0.0,walk
-9.56,-6.36,0.12,-0.52,0.36,-1.39,-6.36,-9.56,0.0,walk
-9.87,-6.33,-0.02,-0.56,0.34,-1.44,-6.33,-9.87,0.0,walk
